LAMMPS polymer data

150 atoms
149 bonds

1 atom types
1 bond types

-10.62644047 10.62644444 xlo xhi
-10.60358598 10.64831275 ylo yhi
-19.91394215 19.91394215 zlo zhi

Masses

1 1.00000000

Atoms

1 1 1 0.43810297 -0.07142375 -9.91394215
2 1 1 -0.48669815 0.28812003 -9.78086910
3 1 1 -0.04761420 -0.60167440 -9.64779605
4 1 1 0.22963143 0.35103946 -9.51472300
5 1 1 -0.61833089 -0.16421654 -9.38164995
6 1 1 0.35498765 -0.35703733 -9.24857690
7 1 1 -0.23248798 0.44258835 -9.11550385
8 1 1 -0.33940484 -0.54386876 -8.98243080
9 1 1 0.40575043 0.11132010 -8.84935775
10 1 1 -0.58627834 0.13151291 -8.71628471
11 1 1 0.13159795 -0.55345605 -8.58321166
12 1 1 0.06491180 0.43653476 -8.45013861
13 1 1 -0.45956441 -0.33852228 -8.31706556
14 1 1 0.52079442 -0.18546871 -8.18399251
15 1 1 -0.30549808 0.36386684 -8.05091946
16 1 1 -0.06725112 -0.59933990 -7.91784641
17 1 1 0.40767776 0.27184975 -7.78477336
18 1 1 -0.53098834 -0.04976305 -7.65170031
19 1 1 0.37841574 -0.44664218 -7.51862727
20 1 1 -0.02409587 0.46028297 -7.38555422
21 1 1 -0.33988089 -0.48035971 -7.25248117
22 1 1 0.52834650 -0.00003686 -7.11940812
23 1 1 -0.43631932 0.23223172 -6.98633507
24 1 1 0.11813032 -0.59063791 -6.85326202
25 1 1 0.36015296 0.39065130 -6.72018897
26 1 1 -0.41104687 -0.23367207 -6.58711592
27 1 1 0.57933848 -0.29421703 -6.45404287
28 1 1 -0.11006956 0.41939728 -6.32096982
29 1 1 -0.08372460 -0.57248717 -6.18789678
30 1 1 0.56683022 0.17671725 -6.05482373
31 1 1 -0.41894481 0.06368444 -5.92175068
32 1 1 0.38430900 -0.51882062 -5.78867763
33 1 1 0.18545541 0.45328333 -5.65560458
34 1 1 -0.32453163 -0.39785829 -5.52253153
35 1 1 0.62644444 -0.11470928 -5.38945848
36 1 1 -0.26605607 0.31884773 -5.25638543
37 1 1 -0.09088796 -0.50865353 -5.12331238
38 1 1 0.26291330 0.41835968 -4.99023934
39 1 1 -0.62414082 -0.02623431 -4.85716629
40 1 1 0.33027419 -0.29756589 -4.72409324
41 1 1 -0.19023095 0.54718451 -4.59102019
42 1 1 -0.37701152 -0.42731118 -4.45794714
43 1 1 0.41895526 0.16511241 -4.32487409
44 1 1 -0.56814597 0.26590923 -4.19180104
45 1 1 0.09165173 -0.47516825 -4.05872799
46 1 1 0.10569160 0.51696668 -3.92565494
47 1 1 -0.57481192 -0.20514397 -3.79258189
48 1 1 0.41474625 -0.13231919 -3.65950885
49 1 1 -0.26908601 0.48239039 -3.52643580
50 1 1 -0.10995520 -0.49700035 -3.39336275
51 1 1 0.43424513 0.33268323 -3.26028970
52 1 1 -0.52746548 0.08846706 -3.12721665
53 1 1 0.34665291 -0.38104958 -2.99414360
54 1 1 0.01922470 0.55560383 -2.86107055
55 1 1 -0.37200669 -0.35624421 -2.72799750
56 1 1 0.53240465 0.05188440 -2.59492445
57 1 1 -0.41017843 0.36182949 -2.46185141
58 1 1 0.07551992 -0.50340224 -2.32877836
59 1 1 0.30180118 0.46268555 -2.19570531
60 1 1 -0.51761393 -0.09685685 -2.06263226
61 1 1 0.55962009 -0.23773854 -1.92955921
62 1 1 -0.06947424 0.52957441 -1.79648616
63 1 1 -0.12387568 -0.46116739 -1.66341311
64 1 1 0.58544921 0.23265322 -1.53034006
65 1 1 -0.40625278 0.20015711 -1.39726701
66 1 1 0.34697196 -0.44573865 -1.26419396
67 1 1 0.22782757 0.53931640 -1.13112092
68 1 1 -0.34968452 -0.26753465 -0.99804787
69 1 1 0.62116744 -0.06265591 -0.86497482
70 1 1 -0.23312074 0.44204255 -0.73190177
71 1 1 0.05592077 -0.50715913 -0.59882872
72 1 1 0.48393417 0.38801312 -0.46575567
73 1 1 -0.62644047 0.11207819 -0.33268262
74 1 1 0.30274918 -0.23596694 -0.19960957
75 1 1 -0.14733776 0.64831275 -0.06653652
76 1 1 -0.41274485 -0.30776669 0.06653652
77 1 1 0.42876113 0.21796756 0.19960957
78 1 1 -0.54687422 0.39870074 0.33268262
79 1 1 0.05047455 -0.39357653 0.46575567
80 1 1 0.14514744 0.59413085 0.59882872
81 1 1 -0.59182372 -0.07025031 0.73190177
82 1 1 0.40037920 -0.07813670 0.86497482
83 1 1 -0.32593803 0.59787521 0.99804787
84 1 1 -0.24697743 -0.39121228 1.13112092
